k,E_Jx,E_Jy,E_Jz
728.0,4.43537685828936e-65,5.791059059235931e-65,5.779578418482636e-65
729.0,4.356051249413858e-65,5.705862035307958e-65,5.714458543034516e-65
730.0,4.272740710283479e-65,5.576062456846434e-65,5.595252588191414e-65
731.0,4.172919453972169e-65,5.499651130728633e-65,5.474850863990344e-65
732.0,4.093454409913945e-65,5.415519880385143e-65,5.4103222048875665e-65
733.0,3.977636465447986e-65,5.268665599400849e-65,5.269870109060581e-65
734.0,3.919542312361741e-65,5.21790834892647e-65,5.176078366100101e-65
735.0,3.818593396051236e-65,5.037036264102963e-65,5.046485469863343e-65
736.0,3.7535143563299854e-65,4.985468024072371e-65,5.010266708596e-65
737.0,3.6439044738981285e-65,4.875294026352601e-65,4.850505088084116e-65
738.0,3.5689897324181826e-65,4.797363541146256e-65,4.777609258356686e-65
739.0,3.501051393307736e-65,4.674105393284888e-65,4.663865850218736e-65
740.0,3.423978075267523e-65,4.594823810332075e-65,4.587543825353792e-65
741.0,3.315608224259215e-65,4.497133124705095e-65,4.5059074815774674e-65
742.0,3.265106057317119e-65,4.402699306529749e-65,4.389950662240302e-65
743.0,3.1615374294736263e-65,4.299911854023124e-65,4.314816328944028e-65
744.0,3.0802058480955792e-65,4.1867707290111695e-65,4.191608162972015e-65
745.0,3.020004727070466e-65,4.131034669533311e-65,4.1363259952323264e-65
746.0,2.9381120257698275e-65,4.003320874805854e-65,4.027086582086013e-65
747.0,2.841478701390322e-65,3.927574695095261e-65,3.9296797239716575e-65
748.0,2.7792908190531036e-65,3.821635417231408e-65,3.835362605053915e-65
749.0,2.7164164171046805e-65,3.7609321457003768e-65,3.741072112025381e-65
750.0,2.630128706343495e-65,3.6375242181402258e-65,3.649588863551392e-65
751.0,2.5881544543237228e-65,3.59239470474307e-65,3.5641188549850715e-65
752.0,2.5113035871401457e-65,3.4844383675889624e-65,3.4846031952294397e-65
753.0,2.4370706747004133e-65,3.415963414287362e-65,3.389293842020837e-65
754.0,2.361514764742488e-65,3.324224609789725e-65,3.3095519683805993e-65
755.0,2.3112289575224376e-65,3.246093284132352e-65,3.2350451992213165e-65
756.0,2.2328986416189855e-65,3.1564822007507854e-65,3.1523311832178e-65
757.0,2.164164567784504e-65,3.0812401564828936e-65,3.0623641119173684e-65
758.0,2.109800332426955e-65,3.0207302252557387e-65,3.0011869051693237e-65
759.0,2.047783247618564e-65,2.901431618417773e-65,2.9104242347655563e-65
760.0,2.0012672799897487e-65,2.8666691079591147e-65,2.875537785068629e-65
761.0,1.936983794403163e-65,2.7761911569482226e-65,2.760327065625702e-65
762.0,1.8874379788473483e-65,2.6924373969978215e-65,2.7011449609056877e-65
763.0,1.8127101682641603e-65,2.621396224406728e-65,2.6406285260770457e-65
764.0,1.7550297486440097e-65,2.542267696240391e-65,2.5513702563498176e-65
765.0,1.7123809810665239e-65,2.488510370616745e-65,2.4935992401310745e-65
766.0,1.6421134791727594e-65,2.395397124649972e-65,2.413281521465505e-65
767.0,1.5973788209721633e-65,2.355273988849337e-65,2.35996183229056e-65
768.0,1.5468530297357598e-65,2.280549945915915e-65,2.2949101770136874e-65
769.0,1.4987717055329382e-65,2.2198187661639725e-65,2.230969535566634e-65
770.0,1.4493351806206505e-65,2.1420064391432116e-65,2.147767825598521e-65
771.0,1.4069842588380012e-65,2.087438991324282e-65,2.099921213208389e-65
772.0,1.352706014660911e-65,2.024882630118245e-65,2.044046777059888e-65
773.0,1.311534240115718e-65,1.986146285797075e-65,1.973328030909007e-65
774.0,1.2746314876755578e-65,1.9248104218533934e-65,1.911226260115602e-65
775.0,1.2342428752444097e-65,1.8490305224001984e-65,1.8568314520198588e-65
776.0,1.187639115168269e-65,1.8083878626423412e-65,1.7930760744892452e-65
777.0,1.1656273659981621e-65,1.7513133850049662e-65,1.740610623476586e-65
778.0,1.108445088521101e-65,1.6933621110780225e-65,1.6920453500970194e-65
779.0,1.0708774341566136e-65,1.6349013179914115e-65,1.6327901807838532e-65
780.0,1.0337194203230313e-65,1.5828537076293732e-65,1.5798339259108706e-65
781.0,1.004668509187299e-65,1.543733719996055e-65,1.5413395908150692e-65
782.0,9.677817456794376e-66,1.4806721623581167e-65,1.4918338596453895e-65
783.0,9.275170522833137e-66,1.4232948343883288e-65,1.4198457658091828e-65
784.0,9.009493886074744e-66,1.4055465819384278e-65,1.4122869064897184e-65
785.0,8.684064085399458e-66,1.345838479317958e-65,1.352623705499261e-65
786.0,8.260008425516021e-66,1.2906929717064177e-65,1.3029309072870595e-65
787.0,8.070352674553704e-66,1.2535934470115056e-65,1.2397560469016661e-65
788.0,7.755298977843342e-66,1.2212726449880907e-65,1.2174172636465467e-65
789.0,7.420685029237471e-66,1.1667904562413664e-65,1.1631915473720693e-65
790.0,7.117564486608498e-66,1.1197130239461198e-65,1.1278316248113254e-65
791.0,6.855104742405285e-66,1.0803286520245236e-65,1.0891279424939255e-65
792.0,6.591845254045951e-66,1.0598246523513628e-65,1.039510597571448e-65
793.0,6.389212017932486e-66,1.0136063100198906e-65,1.0111900571937033e-65
794.0,6.069639698720988e-66,9.810946990671344e-66,9.790410668175596e-66
795.0,5.858354722769289e-66,9.375529015214623e-66,9.438922188128042e-66
796.0,5.586715877049599e-66,8.889092012250628e-66,8.90417324173154e-66
797.0,5.381041290004953e-66,8.686030620198014e-66,8.641237724809293e-66
798.0,5.057431876065579e-66,8.264877459522445e-66,8.184636912849963e-66
799.0,4.975217763063012e-66,8.021344646502712e-66,7.965753086769955e-66
800.0,4.7266777559733026e-66,7.603666881139044e-66,7.622832380108434e-66
801.0,4.51567690967064e-66,7.453884188201136e-66,7.451737151073054e-66
802.0,4.253810820421638e-66,6.974118252506933e-66,7.057088262545034e-66
803.0,4.169281600617135e-66,6.818085333939777e-66,6.775935304121878e-66
804.0,3.941985132169049e-66,6.519368489979247e-66,6.524433717232603e-66
805.0,3.7523017156657916e-66,6.190616115892405e-66,6.147156601789593e-66
806.0,3.5364593267143454e-66,5.865316418930888e-66,5.920936811822829e-66
807.0,3.43776239408121e-66,5.696447616207457e-66,5.741489983359738e-66
808.0,3.285741437385877e-66,5.445183664464229e-66,5.440914455803169e-66
809.0,3.1273162176994596e-66,5.256644166238708e-66,5.250077886316368e-66
810.0,2.9457059700790107e-66,4.864694539436695e-66,4.896083396470277e-66
811.0,2.825197906571539e-66,4.766984833953148e-66,4.759217823507876e-66
812.0,2.642332730522284e-66,4.5173708734364235e-66,4.5523745036899673e-66
813.0,2.529161566543305e-66,4.25022846503156e-66,4.2768668809957227e-66
814.0,2.397825268652497e-66,4.1333877641719797e-66,4.125339371202758e-66
815.0,2.273228259490856e-66,3.9670877512798845e-66,3.928279988823675e-66
816.0,2.1219497747493645e-66,3.723116406533962e-66,3.709692491685508e-66
817.0,2.0271738802009132e-66,3.53042020113839e-66,3.5042405218325693e-66
818.0,1.923930097468945e-66,3.3446519220557617e-66,3.3788015962590724e-66
819.0,1.7780067170112959e-66,3.16564253833572e-66,3.197515215360589e-66
820.0,1.6967512326812748e-66,3.043736898144156e-66,3.001145593772831e-66
821.0,1.619737993597168e-66,2.877822194925033e-66,2.8997956055118645e-66
822.0,1.5164547628893187e-66,2.7098126849727057e-66,2.7418978937247064e-66
823.0,1.4536934695636354e-66,2.551912421556996e-66,2.593577441378103e-66
824.0,1.343200029341735e-66,2.4035949781723184e-66,2.421421955467187e-66
825.0,1.2717738746698716e-66,2.315909694090463e-66,2.275801926646753e-66
826.0,1.2078590779139223e-66,2.1515166850639622e-66,2.176730065457564e-66
827.0,1.1085234071152325e-66,2.0251088582016807e-66,2.0408916916242433e-66
828.0,1.0510429770797183e-66,1.9226549133993352e-66,1.9268697452573053e-66
829.0,9.91575121608443e-67,1.8253882999484168e-66,1.8522027601816937e-66
830.0,9.322873723817453e-67,1.7371657624694068e-66,1.6982654126016265e-66
831.0,8.727640608655921e-67,1.5508384657620626e-66,1.5742005075415992e-66
832.0,8.092289483201656e-67,1.5145515801740975e-66,1.5006412114541735e-66
833.0,7.622055710354629e-67,1.3916838362751177e-66,1.4138749686233999e-66
834.0,7.174434683372826e-67,1.3115785963438227e-66,1.3013669078613308e-66
835.0,6.472658239851503e-67,1.213520011195981e-66,1.209458473386185e-66
836.0,6.083169854068407e-67,1.1477265990628269e-66,1.1344411494285281e-66
837.0,5.776711885842235e-67,1.0961176002816865e-66,1.0896761071671367e-66
838.0,5.295361679900956e-67,9.831471603363586e-67,9.997631590614471e-67
839.0,4.8962973867054887e-67,9.195711001606655e-67,9.174438822081313e-67
840.0,4.558110262122731e-67,8.409564273887093e-67,8.543751941600386e-67
841.0,4.265513992827446e-67,8.197055027520122e-67,8.153815982780005e-67
842.0,3.8628179282579836e-67,7.326107156292993e-67,7.298400670707336e-67
843.0,3.495742824589156e-67,6.667739917413306e-67,6.708702617227042e-67
844.0,3.297998363315928e-67,6.23585859747916e-67,6.262709146879652e-67
845.0,2.9568844505671058e-67,5.7164731303766424e-67,5.74952508408296e-67
846.0,2.6828154924573362e-67,5.146975528953616e-67,5.29003452577577e-67
847.0,2.50436842494494e-67,4.9058123562210915e-67,4.9106895363030015e-67
848.0,2.2782112492947045e-67,4.432171700456036e-67,4.499292995214005e-67
849.0,2.0144940629722358e-67,4.0477941235682604e-67,3.959470278522847e-67
850.0,1.8548709970039902e-67,3.7606054203401094e-67,3.764119929710745e-67
851.0,1.7232535202490944e-67,3.431377140778739e-67,3.372664748815283e-67
852.0,1.5625756093353253e-67,3.19678855080262e-67,3.022168342250376e-67
853.0,1.312613242867008e-67,2.6275470775068344e-67,2.7108433828661305e-67
854.0,1.1697946525275595e-67,2.4979590155724945e-67,2.436809973918326e-67
855.0,1.1536058545170753e-67,2.2844841239313063e-67,2.2457571514984807e-67
856.0,1.0142702088358033e-67,1.9635760843112898e-67,2.053321382858743e-67
857.0,8.53085676661147e-68,1.6280816734714805e-67,1.7013205398372874e-67
858.0,7.645251393600604e-68,1.5387901321672077e-67,1.543804700115421e-67
859.0,7.71135965043831e-68,1.5065761768146397e-67,1.513355089181707e-67
860.0,6.5843513600387105e-68,1.25957136220934e-67,1.281755600318146e-67
861.0,5.250795087834494e-68,1.0385385710516417e-67,1.0247676290121985e-67
862.0,5.113802519354243e-68,9.64104225299947e-68,9.579822727900311e-68
863.0,5.012914155507225e-68,8.945555780341135e-68,9.097147103470057e-68
864.0,4.16376142347435e-68,7.507177838754904e-68,7.411152188775198e-68
865.0,3.0940583799128216e-68,5.543974499451899e-68,5.427469080582801e-68
866.0,3.191250536854337e-68,5.885518375952822e-68,5.726740130104826e-68
867.0,3.063300884012642e-68,5.15014919428632e-68,5.102267041322479e-68
868.0,2.487390153712403e-68,3.964621270692263e-68,3.825212041158599e-68
869.0,1.4952646731331633e-68,2.562083449916959e-68,2.556460406631013e-68
870.0,2.0012307115563004e-68,3.1291934366123796e-68,3.133904902535695e-68
871.0,1.811769175854674e-68,2.6652845285698e-68,2.63710023229637e-68
872.0,1.4405424280057908e-68,1.9727022198555432e-68,1.9459602739912626e-68
873.0,7.213973059619071e-69,1.050448616403705e-68,1.0696904126259388e-68
874.0,1.1715869733227811e-68,1.4806536996571615e-68,1.4505155539434425e-68
875.0,9.245592548526572e-69,1.1508892085581438e-68,1.1672687255477195e-68
876.0,7.614942011203354e-69,8.428556034558212e-69,8.365477602764492e-69
877.0,3.3456149768304667e-69,4.1008714376488766e-69,3.81102772702375e-69
878.0,4.961165776740714e-69,5.547100485363592e-69,5.484136129977675e-69
879.0,4.02472225950113e-69,4.182630692253916e-69,4.204215894910928e-69
880.0,2.769615162853418e-69,2.739699825181763e-69,2.8232630033802587e-69
881.0,1.0056580191876889e-69,1.1655484346005044e-69,1.1401991596068096e-69
882.0,1.408043028536842e-69,1.3782057617279736e-69,1.639705068487265e-69
883.0,8.722262644186845e-70,7.933508361616967e-70,7.376021308833168e-70
884.0,2.3991261775104297e-70,2.5606232438059244e-70,2.126956643467805e-70
885.0,1.7256515106995188e-70,2.3532554919980427e-70,1.8413525228400132e-70
886.0,6.250470049237542e-71,4.9323116589676485e-71,5.621503527165851e-71
887.0,1.6247286941557822e-72,3.5089098926450635e-73,1.4818026134684628e-72
888.0,0.0,0.0,0.0
889.0,0.0,0.0,0.0
890.0,0.0,0.0,0.0
891.0,0.0,0.0,0.0
892.0,0.0,0.0,0.0
893.0,0.0,0.0,0.0
894.0,0.0,0.0,0.0
895.0,0.0,0.0,0.0
896.0,0.0,0.0,0.0
897.0,0.0,0.0,0.0
898.0,0.0,0.0,0.0
899.0,0.0,0.0,0.0
900.0,0.0,0.0,0.0
901.0,0.0,0.0,0.0
902.0,0.0,0.0,0.0
903.0,0.0,0.0,0.0
904.0,0.0,0.0,0.0
905.0,0.0,0.0,0.0
906.0,0.0,0.0,0.0
907.0,0.0,0.0,0.0
908.0,0.0,0.0,0.0
909.0,0.0,0.0,0.0
910.0,0.0,0.0,0.0
911.0,0.0,0.0,0.0
912.0,0.0,0.0,0.0
913.0,0.0,0.0,0.0
914.0,0.0,0.0,0.0
915.0,0.0,0.0,0.0
916.0,0.0,0.0,0.0
917.0,0.0,0.0,0.0
918.0,0.0,0.0,0.0
919.0,0.0,0.0,0.0
920.0,0.0,0.0,0.0
921.0,0.0,0.0,0.0
922.0,0.0,0.0,0.0
923.0,0.0,0.0,0.0
924.0,0.0,0.0,0.0
925.0,0.0,0.0,0.0
926.0,0.0,0.0,0.0
927.0,0.0,0.0,0.0
928.0,0.0,0.0,0.0
929.0,0.0,0.0,0.0
930.0,0.0,0.0,0.0
931.0,0.0,0.0,0.0
932.0,0.0,0.0,0.0
933.0,0.0,0.0,0.0
934.0,0.0,0.0,0.0
935.0,0.0,0.0,0.0
936.0,0.0,0.0,0.0
937.0,0.0,0.0,0.0
938.0,0.0,0.0,0.0
939.0,0.0,0.0,0.0
940.0,0.0,0.0,0.0
941.0,0.0,0.0,0.0
942.0,0.0,0.0,0.0
943.0,0.0,0.0,0.0
944.0,0.0,0.0,0.0
945.0,0.0,0.0,0.0
946.0,0.0,0.0,0.0
947.0,0.0,0.0,0.0
948.0,0.0,0.0,0.0
949.0,0.0,0.0,0.0
950.0,0.0,0.0,0.0
951.0,0.0,0.0,0.0
952.0,0.0,0.0,0.0
953.0,0.0,0.0,0.0
954.0,0.0,0.0,0.0
955.0,0.0,0.0,0.0
956.0,0.0,0.0,0.0
957.0,0.0,0.0,0.0
958.0,0.0,0.0,0.0
959.0,0.0,0.0,0.0
960.0,0.0,0.0,0.0
961.0,0.0,0.0,0.0
962.0,0.0,0.0,0.0
963.0,0.0,0.0,0.0
964.0,0.0,0.0,0.0
965.0,0.0,0.0,0.0
966.0,0.0,0.0,0.0
967.0,0.0,0.0,0.0
968.0,0.0,0.0,0.0
969.0,0.0,0.0,0.0
970.0,0.0,0.0,0.0
971.0,0.0,0.0,0.0
972.0,0.0,0.0,0.0
973.0,0.0,0.0,0.0
974.0,0.0,0.0,0.0
975.0,0.0,0.0,0.0
976.0,0.0,0.0,0.0
977.0,0.0,0.0,0.0
978.0,0.0,0.0,0.0
979.0,0.0,0.0,0.0
980.0,0.0,0.0,0.0
981.0,0.0,0.0,0.0
982.0,0.0,0.0,0.0
983.0,0.0,0.0,0.0
984.0,0.0,0.0,0.0
985.0,0.0,0.0,0.0
986.0,0.0,0.0,0.0
987.0,0.0,0.0,0.0
988.0,0.0,0.0,0.0
989.0,0.0,0.0,0.0
990.0,0.0,0.0,0.0
991.0,0.0,0.0,0.0
992.0,0.0,0.0,0.0
993.0,0.0,0.0,0.0
994.0,0.0,0.0,0.0
995.0,0.0,0.0,0.0
996.0,0.0,0.0,0.0
997.0,0.0,0.0,0.0
998.0,0.0,0.0,0.0
999.0,0.0,0.0,0.0
1000.0,0.0,0.0,0.0
1001.0,0.0,0.0,0.0
1002.0,0.0,0.0,0.0
1003.0,0.0,0.0,0.0
1004.0,0.0,0.0,0.0
1005.0,0.0,0.0,0.0
1006.0,0.0,0.0,0.0
1007.0,0.0,0.0,0.0
1008.0,0.0,0.0,0.0
1009.0,0.0,0.0,0.0
1010.0,0.0,0.0,0.0
1011.0,0.0,0.0,0.0
1012.0,0.0,0.0,0.0
1013.0,0.0,0.0,0.0
1014.0,0.0,0.0,0.0
1015.0,0.0,0.0,0.0
1016.0,0.0,0.0,0.0
1017.0,0.0,0.0,0.0
1018.0,0.0,0.0,0.0
1019.0,0.0,0.0,0.0
1020.0,0.0,0.0,0.0
1021.0,0.0,0.0,0.0
1022.0,0.0,0.0,0.0
1023.0,0.0,0.0,0.0
1024.0,0.0,0.0,0.0
